,address,postcode,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,price,predicted_price
402332,"3736 Bellaire Dr N, Fort Worth, TX 76109",76109.0,32.70646,-97.37384,4,3,378,2164,725000,593596
510643,"1504 College Ave, Goodland, KS 67735",67735.0,39.343834,-101.70391,6,3,97,3814,349000,726633
446624,"932 Flynn St, Alva, OK 73717",73717.0,36.80528,-98.673195,3,3,42,2933,115000,962817
138450,"1690 Deer Trl, Yucca Valley, CA 92284",92284.0,34.2227,-116.446724,2,2,493,977,359000,501718
6321,"1011 Comstock St, Richland, WA 99352",99352.0,46.266586,-119.28049,6,4,165,2358,349900,1126932
233209,"1049 E Sterling Dr, Spanish Fork, UT 84660",84660.0,40.103302,-111.636925,6,4,169,3058,475000,1080051
265807,"730 Lincoln Pl, Delta, CO 81416",81416.0,38.73174,-108.06211,5,4,259,2670,629000,1019406
90967,"2607 Oliver Ave, Oakland, CA 94605",94605.0,37.74756,-122.15358,5,4,428,2788,1088000,1327707
64796,"2142 Iliili Rd #201, Kihei, HI 96753",96753.0,20.726665,-156.44981,2,2,2343,826,1350000,538066
227994,"101 N 7th St UNIT 278, Phoenix, AZ 85034",85034.0,33.449467,-112.06394,3,3,279,1396,320000,643042
302498,"1603 Arborside Dr, Austin, TX 78754",78754.0,30.357752,-97.66914,5,5,229,2103,424990,1044881
434144,"129 Folsom Dr, McLoud, OK 74851",74851.0,35.43207,-97.09896,4,3,112,1626,154900,376314
498387,"1327 Frenchmen St #A, New Orleans, LA 70116",70116.0,29.970772,-90.058136,3,4,261,1378,295000,616947
27058,"3936 Woodland Park Avenue N, Seattle, WA 98103",98103.0,47.65514,-122.34432,7,4,641,2980,1750000,1180349
247509,"861 W 3350 N, Lehi, UT 84043",84043.0,40.4295,-111.86332,5,4,246,3085,700000,1220450
325778,"317 San Saba Dr, Portland, TX 78374",78374.0,27.882591,-97.30818,6,4,90,2798,230000,860436
76249,"3835 Gardiner Ferry Rd SPACE 32, Corning, CA 96021",96021.0,39.914516,-122.123314,4,3,85,1706,125000,832155
501907,"5419 Debore Dr, New Orleans, LA 70126",70126.0,30.016855,-90.034096,4,3,151,1650,211500,289503
68917,"81-2006 Nani Kupuna Pl, Place, HI 96750",96750.0,19.51588,-155.91576,3,4,851,1306,899000,1128862
390838,"101 E Lorrie Ave, Nolanville, TX 76559",76559.0,31.083975,-97.60313,4,3,135,1938,229000,522071
357960,"12719 Ashford Meadow Dr, Houston, TX 77082",77082.0,29.733452,-95.6103,4,3,127,2476,284900,724516
26931,"The Arcadia East - Build On Your Land Plan, West Puget Sound Design Center",98383.0,47.662304,-122.687325,4,3,178,1655,250499,861640
482654,"2638 Weller Ave, Baton Rouge, LA 70805",70805.0,30.485315,-91.16286,4,3,88,1375,99000,205123
581655,"4250 N Marine Dr APT 2815, Chicago, IL 60613",60613.0,41.960136,-87.64769,4,3,219,2050,395000,240156
3649,"7127 S Hood Ct, Wasilla, AK 99623",99623.0,61.49918,-149.66466,4,4,165,2736,412000,1553669
504337,"5330 Starling Ct, Lincoln, NE 68516",68516.0,40.760513,-96.63384,4,3,170,2187,329950,448538
399567,"12224 Willet Rd, Haslet, TX 76052",76052.0,32.947674,-97.39894,5,4,168,3336,519000,1148679
465522,"938 N Fairview Rd, Mammoth Spring, AR 72554",72554.0,36.480858,-91.54141,6,4,160,5750,885000,1795855
453550,"1202 Willow Ln, Sulphur, OK 73086",73086.0,34.514465,-96.982635,5,2,70,1602,95000,92531
584710,"1532 W Augusta Blvd #1, Chicago, IL 60642",60642.0,41.899757,-87.66625,5,4,290,3160,845000,774862
96297,"64 Fairview Ave, Atherton, CA 94027",94027.0,37.439575,-122.212494,4,3,3802,2880,10000888,1210638
128512,"15734 Placida Rd, Victorville, CA 92394",92394.0,34.53713,-117.32869,4,3,224,1919,375000,834916
289681,"1529 Zeneta Ave, Odessa, TX 79763",79763.0,31.846636,-102.40851,4,3,120,1572,159900,456201
529035,"2505 W 11th St, Sedalia, MO 65301",65301.0,38.7024,-93.25838,4,2,130,1320,139900,207027
160335,"4982 Silver Arrow Dr, Rancho Palos Verdes, CA 90275",90275.0,33.77941,-118.36808,5,3,817,2084,1500000,707773
450750,"Mallory Plus Plan, The Estates at Nichols Creek",73099.0,35.586987,-97.67434,5,3,191,2450,422340,491626
76055,"12860 Wildwood Ct, Pine Grove, CA 95665",95665.0,38.39383,-120.6376,4,3,305,1659,430000,808205
435051,"Liberty II Plan, Lakewood Hills East & West",75056.0,33.0528,-96.8856,5,5,222,3526,728999,1477782
592588,"9 Bednarcik Ct, Oswego, IL 60543",60543.0,41.688496,-88.34252,5,4,194,3550,643300,911965
383819,"3122 Mission Grove Dr, Houston, TX 77068",77068.0,30.00788,-95.48489,5,5,126,3174,371000,1392845
546936,"1545 Forest View Dr, Saint Louis, MO 63122",63122.0,38.60684,-90.38394,4,4,269,2290,549900,657838
27924,"4216 C Linden Avenue N, Seattle, WA 98103",98103.0,47.6583,-122.34819,3,3,695,1542,899000,958907
468569,"Hc 32 BOX 138, Hasty, AR 72640",72640.0,36.03398,-92.995026,4,2,276,1514,350000,10301
446345,"4199 W Country Rd, Skiatook, OK 74070",74070.0,36.376083,-96.03846,7,5,82,3750,290000,1251329
106674,"2806 San Pablo Ave, Bakersfield, CA 93306",93306.0,35.401558,-118.961365,5,3,163,1779,250000,660168
586138,"3506 N Nagle Ave, Chicago, IL 60634",60634.0,41.94406,-87.78785,5,4,191,1709,280000,257171
43337,"3145 Beacon St NE, Salem, OR 97301",97301.0,44.964954,-122.993195,4,2,293,1401,338000,467768
323065,"3918 Elvis Dr, Corpus Christi, TX 78414",78414.0,27.655666,-97.36404,5,4,163,2689,399950,965589
511647,"8225 E Saw Mill Ct, Wichita, KS 67226",67226.0,37.77298,-97.24254,7,4,164,4072,627775,946596
379478,"11284 Poplar, Willis, TX 77318",77318.0,30.464895,-95.539764,2,2,334,698,149998,100126
389590,"10626 Cashew Run Ln, Houston, TX 77075",77075.0,29.62188,-95.29824,4,3,175,1766,266540,471139
191320,"6476 Hoochaneetsa Blvd, Cochiti Lake, NM 87083",87083.0,35.646347,-106.3383,3,3,172,1720,254000,799961
278564,"604 W Grange Ct, Longmont, CO 80503",80503.0,40.152145,-105.17535,4,3,489,1987,849900,619156
124084,"32974 Grand Ave, Winchester, CA 92596",92596.0,33.716827,-117.08551,5,3,326,1950,555000,706828
95357,"1328 Utah St, San Francisco, CA 94110",94110.0,37.752644,-122.40563,7,5,846,3534,2780000,1578786
330092,"Plan Blenheim Plan, Ventana: 65ft. lots",78163.0,29.805826,-98.514465,5,4,210,3347,652990,1195212
332635,"657 Oleander Crk, Seguin, TX 78155",78155.0,29.558199,-97.93892,4,3,208,1614,284460,438724
438701,"865 Meadowlark Dr, Watts, OK 74964",74964.0,36.174534,-94.580444,4,3,149,1564,196900,356482
592983,"2741 W Winnemac Ave APT 1, Chicago, IL 60625",60625.0,41.97283,-87.69802,3,2,153,1550,199900,76153
167860,"2905 Siki Ct UNIT A, Las Vegas, NV 89101",89101.0,36.172916,-115.10904,3,2,137,1158,125000,358806
440546,"704 W Dewey St, Shawnee, OK 74801",74801.0,35.336918,-96.9348,4,3,75,1928,127000,483020
45193,"9842 SE Harold St, Portland, OR 97266",97266.0,45.482418,-122.562004,3,2,404,1280,417000,567127
346930,"870 Gulfview Dr, Crystal Beach, TX 77650",77650.0,29.443668,-94.65435,4,3,416,1846,664995,511279
522878,"1724 E 1500th Rd, Lawrence, KS 66044",66044.0,38.989796,-95.22332,4,2,141,1450,170000,145662
358675,"8311 Lemonmint Meadow Dr, Katy, TX 77494",77494.0,29.719425,-95.79356,6,5,163,3653,555000,1429066
433075,"6016 SE County Road 2080, Corsicana, TX 75109",75109.0,32.026146,-96.34967,5,3,133,2484,299000,544323
95992,"2533 Balboa St, San Francisco, CA 94121",94121.0,37.776035,-122.486176,3,1,490,2949,1325000,817492
31732,"3620 209th Place SE, Bothell, WA 98021",98021.0,47.807446,-122.18464,6,4,423,3202,1250000,1401097
316003,"1013 Carlos Cir, Mission, TX 78572",78572.0,26.216707,-98.38538,5,3,59,3715,204999,1053284
584097,"2020 N Lincoln Park W APT 3B, Chicago, IL 60614",60614.0,41.91891,-87.63657,1,2,334,765,172500,69916
269240,"205 N Murray Boulevard  Lot 190, Colorado Springs, CO 80916",80916.0,38.8363,-104.74169,3,2,81,1300,86000,244243
589662,"726 N Madison St, Hinsdale, IL 60521",60521.0,41.814926,-87.93794,3,3,241,3242,722500,806673
467366,"542 Mildred Ave, Trumann, AR 72472",72472.0,35.68014,-90.518196,3,3,53,1670,76000,487211
194839,"7041 Avienda Tierra Vis, Lake Havasu City, AZ 86406",86406.0,34.506126,-114.25716,6,6,672,3225,2000000,1737734
410518,"318 W Willingham St, Cleburne, TX 76033",76033.0,32.348656,-97.39359,4,3,166,1930,279999,508601
327355,"1306 Charlisas Way, San Antonio, TX 78216",78216.0,29.571129,-98.51284,6,5,171,3461,550000,1375159
124368,"26460 Rim Rd, Hemet, CA 92544",92544.0,33.73759,-116.878395,4,4,405,2344,850000,1270968
81205,"2434 Kenton Ct, Santa Rosa, CA 95407",95407.0,38.415848,-122.71919,9,5,279,3818,999000,1419815
573877,"277 E Birch St, Kankakee, IL 60901",60901.0,41.12667,-87.86175,4,2,135,1192,127500,341492
159331,"19909 Redbeam Ave, Torrance, CA 90503",90503.0,33.851196,-118.37567,4,3,1019,1917,1699000,796034
165140,"713 Hogan St, Wells, NV 89835",89835.0,41.09971,-114.96876,4,3,137,1963,234977,798958
75170,"2891 6th St, Clearlake, CA 95422",95422.0,38.980515,-122.65872,3,3,114,1690,165000,957580
434112,"5601 Manchester Dr, Richardson, TX 75082",75082.0,33.00135,-96.6189,6,5,178,3613,600000,1366114
308870,"2140 Centerline Ln, Georgetown, TX 78628",78628.0,30.628578,-97.794395,5,3,208,2420,452490,592526
591512,"330 W Diversey Pkwy APT 2002, Chicago, IL 60657",60657.0,41.93312,-87.63865,4,3,370,1735,549900,128692
280903,"5505 Whipshaw Road, Peyton, CO 80831",80831.0,38.911266,-104.50466,5,3,238,1762,359900,402303
278604,"4220 Martinson Dr, Loveland, CO 80537",80537.0,40.392056,-105.13566,5,4,217,3555,719363,1317318
9046,"671 Ravens Home Lane, Malaga, WA 98828",98828.0,47.317806,-120.095,4,5,700,2928,1875000,1887541
102846,"17005 Meridian Rd, Salinas, CA 93907",93907.0,36.78873,-121.67913,4,3,463,2038,829000,907899
49481,"1320 Lorien Ln, Eugene, OR 97404",97404.0,44.109905,-123.15969,6,4,248,2461,549638,1124350
76314,"723 Fairway Dr, Ione, CA 95640",95640.0,38.357555,-120.948074,3,3,260,2160,498000,1129615
193084,"2093 Balboa Dr, Bullhead City, AZ 86442",86442.0,35.09829,-114.62243,4,3,200,1492,249000,562479
16110,"2652 Sockeye Dr, Ridgefield, WA 98642",98642.0,45.796684,-122.71794,4,3,404,1732,599000,894332
472821,"1565 Highway 291 S, Prattsville, AR 72129",72129.0,34.294178,-92.546555,4,3,105,1759,158900,368809
500237,"628 Grefer Ave, Harvey, LA 70058",70058.0,29.904394,-90.07829,3,2,195,1256,197000,9386
405538,"Camellia Plan, Star Ranch",76044.0,32.45861,-97.53004,4,3,201,1922,336990,505969
226541,"551 W Navarro Ave, Mesa, AZ 85210",85210.0,33.3665,-111.84591,5,3,351,2529,800000,764257
391332,"1509 N Park St, Killeen, TX 76541",76541.0,31.131208,-97.72849,4,2,90,1450,109000,66214
553998,"324 Susan Dr, Albion, IL 62806",62806.0,38.38471,-88.053154,4,3,61,1594,82500,121778
541642,"468 Northview Estates Dr, Jackson, MO 63755",63755.0,37.469627,-89.653694,4,3,130,1500,163000,107406
424781,"2718 Lawrence St, Dallas, TX 75215",75215.0,32.75454,-96.75303,4,2,135,1356,150000,5922
471084,"3518 Hazelwood Dr, Benton, AR 72015",72015.0,34.59571,-92.53781,4,3,126,1788,194900,376852
273537,"12430 E Spring Cir, Eckert, CO 81418",81418.0,38.834007,-107.96318,4,3,264,1498,329900,463212
428065,"308 Magnolia Dr, Little Elm, TX 75068",75068.0,33.15206,-96.97638,5,4,212,3303,650000,1117048
211804,"22617 N Arrellaga Dr, Sun City West, AZ 85375",85375.0,33.689762,-112.33458,3,3,282,1934,474900,841814
160073,"2275 W 25th St SPACE 164, San Pedro, CA 90732",90732.0,33.723232,-118.3298,3,3,242,1690,349000,862914
431140,"226 Sherwood Shore Dr, Gun Barrel City, TX 75156",75156.0,32.309784,-96.14765,4,3,511,1970,879000,505166
498493,"832 Esplanade Ave, New Orleans, LA 70116",70116.0,29.964241,-90.06172,5,6,271,3300,829000,1578901
141851,"1150 Happy Hill Dr, Vista, CA 92084",92084.0,33.1896,-117.205315,5,4,410,2515,929000,1179451
588903,"314 Tiverton Ln, Steger, IL 60475",60475.0,41.46562,-87.62176,4,2,173,1114,149900,377911
233768,"1140 E Fort Pierce Dr N UNIT 46, Saint George, UT 84790",84790.0,37.06759,-113.56149,4,4,340,2420,739000,1141564
153969,"29132 Bentley Way, Santa Clarita, CA 91387",91387.0,34.436592,-118.42068,6,4,355,3289,1079000,1298223
66076,"1805 Morella Cir, Roseville, CA 95747",95747.0,38.80197,-121.34806,7,4,284,3627,959900,1363560
402989,"4512 Dragonfly Way, Fort Worth, TX 76244",76244.0,32.925064,-97.28815,4,3,197,2025,350000,546743
551982,"115 Mason Ave, Saint Louis, MO 63119",63119.0,38.59465,-90.34946,5,6,335,4055,1275000,1706956
532626,"22447 Mockingbird Trl, Wheatland, MO 65779",65779.0,37.887222,-93.37264,3,2,120,1284,125000,66996
574948,"211 N Bailey Ave, Freeport, IL 61032",61032.0,42.298218,-89.646,4,2,80,1336,87500,287488
177192,"3640 Toscanella Ave, Henderson, NV 89052",89052.0,35.9932,-115.14804,5,4,266,2784,675000,1214196
159062,"1427 Post Ave, Torrance, CA 90501",90501.0,33.834393,-118.31906,5,3,549,2297,1125000,788306
35899,"27618 236th Court SE, Maple Valley, WA 98038",98038.0,47.35395,-122.02599,5,4,348,3260,1049000,1565349
290870,"Pinnacle Plan, Reunion Ridge : The Pioneer Collection",80022.0,39.8818,-104.8332,5,4,261,2628,620900,976289
453160,"213 S Post Rd, Midwest City, OK 73130",73130.0,35.462715,-97.35376,3,2,215,1249,215000,68896
395647,"413 Harmony Way, Keller, TX 76248",76248.0,32.898335,-97.24393,5,6,222,3836,799000,1893848
274762,"6 Emmons Rd #176, Mount Crested Butte, CO 81225",81225.0,38.90109,-106.96765,1,2,435,685,189500,317572
336617,"1017 E Huntington St, Beeville, TX 78102",78102.0,28.418077,-97.74416,4,2,99,1752,150000,205436
128235,"15004 Cottontail Ln, Victorville, CA 92394",92394.0,34.522972,-117.35007,4,4,253,2045,455000,1161295
555073,"357 Lavern Road, DeSoto, IL 62924",62924.0,37.77508,-89.15333,5,5,118,5300,598000,1865637
353534,"1228 Avenue M 1/2, Galveston, TX 77550",77550.0,29.299759,-94.77916,5,3,319,2208,625000,495152
422982,"132 Deer Cove Rd, Scroggins, TX 75480",75480.0,33.052864,-95.14969,5,7,649,6374,3980000,3065016
279521,"Sundance Plan, Greenways at Sand Creek",80922.0,38.883465,-104.71365,7,6,156,4254,625000,1850834
570703,"309 S Walnut St, Maroa, IL 61756",61756.0,40.03342,-88.955154,4,2,89,1450,107500,232214
349776,"1902 Oak Top Dr, Pearland, TX 77581",77581.0,29.533497,-95.25474,5,4,138,2746,345000,969106
390887,"2121 Mercer St, Nolanville, TX 76559",76559.0,31.070896,-97.62073,5,4,183,2384,392500,819362
24726,"2001 E Yesler Way UNIT 21, Seattle, WA 98122",98122.0,47.601254,-122.3057,3,3,445,1708,649500,1018498
540933,"2525 N 14th St, Poplar Bluff, MO 63901",63901.0,36.78238,-90.41036,4,2,52,3900,189900,684925
333565,"2610 Just My Style, San Antonio, TX 78245",78245.0,29.40434,-98.714096,5,4,118,3178,346888,1136590
262897,"961 N Tamarron Dr #571, Durango, CO 81301",81301.0,37.510223,-107.81514,1,2,704,731,339000,335513
237380,"1233 E 600 S, Salt Lake City, UT 84102",84102.0,40.756626,-111.85551,6,5,349,2899,925000,1293516
26722,"829 N 145th Court, Shoreline, WA 98133",98133.0,47.734936,-122.34656,3,3,424,1780,650000,1044400
501547,"300 S Roadway St #25, New Orleans, LA 70124",70124.0,30.02371,-90.11676,3,4,177,2650,425000,1070794
231609,"1450 W Beaubien Dr, Phoenix, AZ 85027",85027.0,33.67623,-112.09243,4,3,275,1790,425000,640206
57052,"289 Kaialii Pl, Honolulu, HI 96821",96821.0,21.281992,-157.74579,6,8,1413,7893,10800000,4175773
123514,"34032 Corktree Dr, Lake Elsinore, CA 92532",92532.0,33.65671,-117.234985,4,4,281,2383,599900,1284635
563700,"209 N SCHOOL Street, Minier, IL 61759",61759.0,40.435226,-89.3111,4,2,106,1378,119900,257833
102258,"43541 Carol Dr, Lancaster, CA 93535",93535.0,34.67478,-118.10776,5,4,263,2110,490000,1064287
560578,"3413 Telford Drive, Springfield, IL 62711-9318",62711.0,39.783752,-89.72044,4,1,212,1750,319000,387374
160340,"13120 Purche Ave, Gardena, CA 90249",90249.0,33.912968,-118.320175,4,3,605,1620,829000,684976
298835,"2325 Brookhollow Dr, Abilene, TX 79605",79605.0,32.420097,-99.77955,5,4,137,2618,325000,964305
183161,"Freedom Plan, West Acres",88210.0,32.833164,-104.426315,4,3,152,2328,316900,896343
594552,"155 Concord Ln #2, Carol Stream, IL 60188",60188.0,41.899296,-88.090416,4,4,166,2056,299900,515156
136793,"5130 Rancho Del Mar Trl, San Diego, CA 92130",92130.0,32.973824,-117.21036,6,8,768,10988,8250000,5184984
44539,"1535 NE 119th Ave, Portland, OR 97220",97220.0,45.53414,-122.541145,3,2,396,1384,449500,603292
414312,"532 Brooke St, Greenville, TX 75402",75402.0,33.066525,-96.08983,5,3,185,1999,325000,377252
484565,"2318 Saint Andrews Ave, Zachary, LA 70791",70791.0,30.64373,-91.18142,5,5,192,3756,675000,1473729
5522,"1223 W Chelan Ave, Spokane, WA 99205",99205.0,47.68193,-117.43076,3,2,259,1250,259000,595564
368773,"18 Halfmoon Ct, Spring, TX 77380",77380.0,30.119928,-95.48322,5,6,248,5079,1200000,2360039
110606,"335 W Micheltorena St, Santa Barbara, CA 93101",93101.0,34.42189,-119.71252,4,2,988,1240,979000,325569
277324,"10438 N County Road 17, Fort Collins, CO 80524",80524.0,40.737274,-105.09276,4,4,408,2330,850000,1023356
233387,"2915 E East Lakeshore Dr, Panguitch, UT 84759",84759.0,37.7452,-112.371506,4,3,157,1810,245000,641930
421981,"1957 Farm Road 852, Pickton, TX 75471",75471.0,32.962574,-95.370865,3,3,104,1394,119000,449304
190559,"2172 Black Willow Dr NE, Albuquerque, NM 87122",87122.0,35.16285,-106.49783,4,3,216,1868,350000,710313
114662,"654 Country Ct, Fillmore, CA 93015",93015.0,34.409206,-118.9198,3,4,368,2215,725000,1377686
175534,"4307 Basil Leaf Ave, North Las Vegas, NV 89031",89031.0,36.24983,-115.19909,5,3,245,2055,444000,672320
75051,"9183 Laguna Manor Dr, Elk Grove, CA 95758",95758.0,38.4239,-121.440475,5,3,323,1734,479900,693610
386058,"5522 Tiger Lilly Way, Houston, TX 77085",77085.0,29.635761,-95.46609,4,3,208,1418,243000,347219
379726,"Plan 208 Plan, The Woodlands Hills: 75ft. lots",77318.0,30.39488,-95.50056,6,5,204,3774,720990,1468671
599649,"205 W Birchwood Dr, Romeoville, IL 60446",60446.0,41.66339,-88.0799,4,2,120,1236,118800,334983
559351,"616 Madison St, Sullivan, MO 63080",63080.0,38.205097,-91.16545,3,2,99,952,69500,239889
43650,"741 Placer Rd, Wolf Creek, OR 97497",97497.0,42.630836,-123.364265,3,3,333,1390,380000,892461
221448,"34537 N 140th St, Scottsdale, AZ 85262",85262.0,33.79979,-111.77834,5,3,289,2581,673900,783854
594683,"504 Northfield Dr, Joliet, IL 60435",60435.0,41.53173,-88.15178,4,3,188,1494,235000,38254
141205,"290 Elvado Way, San Diego, CA 92114",92114.0,32.707893,-117.04826,6,4,436,2034,779000,865275
297395,"12918 Robert Alvarez, Clint, TX 79836",79836.0,31.59219,-106.22794,4,2,49,1670,70000,211189
522117,"1923 S Saratoga Ave, Springfield, MO 65804",65804.0,37.178898,-93.241356,5,3,181,1712,264900,81156
317671,"Florence Plan, Tres Tierras",78633.0,30.73008,-97.77967,4,4,247,2102,457990,903866
79761,"130 Pine View Ct, Crescent City, CA 95531",95531.0,41.748043,-124.15788,5,4,252,2144,479000,1116702
154660,"4511 Castle Ln, La Canada Flintridge, CA 91011",91011.0,34.217045,-118.22581,6,6,552,3682,1895000,1993682
393595,"210 N Pearl St, Mart, TX 76664",76664.0,31.544077,-96.834305,4,2,135,1390,155000,47296
134748,"24262 Wabern Dr, Lake Gregory, CA 92325",92325.0,34.24616,-117.274025,3,3,374,1546,485000,843708
259883,"388 W Dreyfuss St, Meridian, ID 83646",83646.0,43.65503,-116.398224,6,4,300,2996,824900,1037470
465704,"107 Mooncrest Way, Russellville, AR 72802",72802.0,35.261734,-93.155464,6,5,114,3730,399900,1361824
585250,"3 W Burton Pl, Chicago, IL 60610",60610.0,41.90932,-87.62925,7,14,937,20252,18750000,9398377
202009,"6321 N Barcelona Ct UNIT 908, Tucson, AZ 85704",85704.0,32.321384,-110.97604,3,2,131,1162,120000,291666
178874,"9113 Litchfield Ave, Las Vegas, NV 89134",89134.0,36.21458,-115.29288,3,3,347,1915,579000,910910
306702,"75 Lisa Blvd, Eagle Pass, TX 78852",78852.0,28.615705,-100.42919,4,3,170,1710,248600,487033
598589,"15715 Madison Ave, Dolton, IL 60419",60419.0,41.609547,-87.575325,4,3,139,1750,209900,129239
169605,"2000 N Fashion Show Dr UNIT 5612, Las Vegas, NV 89109",89109.0,36.129948,-115.172554,1,2,653,784,349000,512018
329224,"123 Koepke Ave, San Antonio, TX 78214",78214.0,29.377878,-98.500786,4,3,128,1566,169000,422795
222840,"Victory Plan, The Lakes at Rancho El Dorado",85138.0,33.080853,-112.00029,5,4,198,2525,450990,1042816
277431,"647 Elati Street, Denver, CO 80204",80204.0,39.726593,-104.99434,3,2,453,1350,499000,247705
44249,"580 Tower Dr NW, Salem, OR 97304",97304.0,44.941845,-123.07103,6,4,182,3319,559000,1428355
589345,"3040 Hunt Club Ln, Oak Brook, IL 60523",60523.0,41.833977,-87.92432,5,8,380,8911,3299000,3949429
438750,"10006 N Hoyt Rd, Whitefield, OK 74472",74472.0,35.247215,-95.29199,5,4,81,2698,199900,889232
202096,"6315 N Stockton Hill Rd, Kingman, AZ 86409",86409.0,35.30723,-114.09216,4,2,238,2137,450000,510428
115616,"12701 Terrapin Way, Corona, CA 92880",92880.0,33.959225,-117.56054,6,4,333,2617,790000,1088676
62609,"5 Kumulipo Pl, Wailuku, HI 96793",96793.0,20.87079,-156.50606,5,4,614,2813,1575000,1380788
405526,"908 Pierce St, Lufkin, TX 75904",75904.0,31.324507,-94.74817,4,2,90,1354,100000,19116
67775,"357 Castile Ln, Turlock, CA 95382",95382.0,37.529022,-120.84532,5,4,231,2522,525000,1248516
335914,"The Briscoe (820) Plan, Legendary Trails - Premier Series",78108.0,29.611748,-98.20451,4,3,233,1772,354990,494129
145558,"6435 Rainbow Heights Rd, Fallbrook, CA 92028",92028.0,33.399776,-117.12657,3,3,675,1564,888000,844133
171398,"5430 Auborn Ave, Las Vegas, NV 89108",89108.0,36.201958,-115.214455,4,3,277,2054,500000,816740
554026,"145 State Route 14 Route, Macedonia, IL 62860",62860.0,38.07119,-88.70239,4,2,108,1266,109900,275557
158151,"13781 El Dorado Dr #M3-12C, Seal Beach, CA 90740",90740.0,33.762123,-118.09003,2,2,375,850,225000,425256
4942,"39123 Old Sterling Hwy, Anchor Point, AK 99556",99556.0,59.730816,-151.76889,3,2,400,996,299000,512055
468113,"2718 Dorchester Dr, Little Rock, AR 72204",72204.0,34.728123,-92.36063,4,3,69,1666,99000,337153
348782,"2992 Fm 39 S, Marquez, TX 77865",77865.0,31.21453,-96.13064,3,1,103,1986,179500,145898
411197,"202 Woodcreek Dr, Longview, TX 75605",75605.0,32.535774,-94.78855,4,3,102,1951,174900,507452
561493,"403 Saint Paul St, Columbia, IL 62236",62236.0,38.44389,-90.20549,4,3,172,1584,229900,106706
498182,"415 Slidell St, New Orleans, LA 70114",70114.0,29.947311,-90.05186,5,4,263,2106,489900,590118
304295,"5724 Sabbia Dr, Round Rock, TX 78665",78665.0,30.544289,-97.60573,5,4,214,2956,580000,1065887
259637,"12619 Dimarie Ct, Caldwell, ID 83607",83607.0,43.618538,-116.64274,5,3,237,2138,448990,592443
468614,"502 Bartonvale Cv, Jonesboro, AR 72401",72401.0,35.827843,-90.69964,5,4,117,2854,304900,903070
149494,"2247 Coldwater Canyon Dr, Beverly Hills, CA 90210",90210.0,34.113056,-118.40454,3,5,921,3174,2695000,1944555
439535,"24398 Shadwick Rd, Howe, OK 74940",74940.0,34.927402,-94.688194,5,3,99,1758,150000,281969
395358,"305 Shawnee Trl, Keller, TX 76248",76248.0,32.91939,-97.25901,4,3,187,2175,360000,600325
312007,"3708 Stillwood Ln, Lago Vista, TX 78645",78645.0,30.437244,-98.00794,5,3,229,2753,575000,711640
151698,"30456 Mallorca Pl, Castaic, CA 91384",91384.0,34.471928,-118.645515,6,4,304,3532,999999,1384834
144642,"1820 Coast Blvd, Del Mar, CA 92014",92014.0,32.963978,-117.26762,5,5,2933,2704,7200000,1526887
79917,"3785 Harrison St, Oakland, CA 94611",94611.0,37.821274,-122.25245,5,4,521,2743,1299000,1311778
231466,"1157 S 1890 East Cir #E, Saint George, UT 84790",84790.0,37.088623,-113.542984,4,3,276,2238,550000,795211
533585,"31 W Pine Ln LOT 2, Reeds Spring, MO 65737",65737.0,36.73486,-93.37027,4,3,193,1958,329700,310767
515350,"821 S 5th St, Salina, KS 67401",67401.0,38.823997,-97.607414,4,2,101,1233,99900,195669
3802,"7034 Fairweather Park Loop #49, Anchorage, AK 99518",99518.0,61.15934,-149.87286,4,4,182,2058,330000,1309727
305570,"10717 Steinbeck Dr, Austin, TX 78747",78747.0,30.140415,-97.77436,5,3,242,2281,492840,545350
190012,"9735 Village Green Dr NE, Albuquerque, NM 87111",87111.0,35.15563,-106.53255,3,3,232,2269,470000,996339
425003,"6824 Flanary Ln, Dallas, TX 75252",75252.0,33.004417,-96.78429,5,4,211,2732,525000,917103
122524,"41575 Rolling Hills Dr, Aguanga, CA 92536",92536.0,33.515984,-116.81266,4,3,308,2598,725000,1079962
294929,"5729 71st St, Lubbock, TX 79424",79424.0,33.528877,-101.93941,5,4,100,3726,349500,1355843
430769,"543 Chandler Ln, Lavon, TX 75166",75166.0,33.014244,-96.44653,4,3,211,1922,353640,488247
92203,"1688 Pine St UNIT E401, San Francisco, CA 94109",94109.0,37.789555,-122.42328,3,3,389,1139,346593,734552
279851,"28520 County Road 18, Keenesburg, CO 80643",80643.0,40.116264,-104.51741,4,3,579,1690,835000,516050
212306,"10814 S Lake Gambusi Dr, Vail, AZ 85641",85641.0,32.05699,-110.71265,4,4,182,2154,347500,1063866
381992,"408 Robert Lee Rd, Houston, TX 77009",77009.0,29.809507,-95.37477,3,2,196,1882,320000,372964
528243,"7029 W Dogwood St, Springfield, MO 65802",65802.0,37.24896,-93.42892,4,3,110,1698,160000,219345
161613,"8899 Beverly Blvd #8B, Los Angeles, CA 90048",90048.0,34.07764,-118.38608,3,5,4121,4496,17500000,2412804
150828,"8800 Kester Ave UNIT 133, Panorama City, CA 91402",91402.0,34.230583,-118.45689,4,4,367,1881,599777,1082778
540101,"6100 E 108th Ter, Kansas City, MO 64134",64134.0,38.928387,-94.518875,4,3,168,1616,229900,156430
